The Highs and Lows of the Minimum Wage Effect: A Time-Series Cross-Section Study of the Canadian Law,"Baker, Michael; Benjamin, Dwayne; Stanger, Shuchita",,,,
The Impact of Affirmative Action on Employment,"Leonard, Jonathan S.",,,,
The Impact of City Contracting Set-Asides on Black Self-Employment and Employment,"Chatterji, Aaron K.; Chay, Kenneth Y.; Fairlie, Robert W.",,,,
The Impact of College Teaching on Students' Academic and Labor Market Outcomes,"Braga, Michela; Paccagnella, Marco; Pellizzari, Michele",,,,
The Impact of Divorce Laws on Marriage-Specific Capital,"Stevenson, Betsey",,,,
The Impact of Federal Overtime Legislation on Public Sector Labor Markets,"Johnson, John H., IV",,,,
The Impact of Human Capital Investments on Pension Benefits,"Johnson, Richard W.",,,,
The Impact of Immigration on the Human Capital of Natives,"Chiswick, Carmel U.",,,,
The Impact of Low-Skilled Immigration on the Youth Labor Market,"Smith, Christopher L.",,,,
The Impact of Minimum Wages in Mexico and Colombia,"Bell, Linda A.",,,,
The Impact of New Unionization on Wages and Working Conditions,"Freeman, Richard B.; Kleiner, Morris M.",,,,
The Impact of Protective Measures for Female Workers,"Zveglich, Joseph E., Jr.; Rodgers, Yana van der Meulen",,,,
The Impact of School Resources on Women's Earnings and Educational Attainment: Findings from the National Longitudinal Survey of Young Women,"Betts, Julian R.",,,,
The Impact of Taxes and Transfers on Job Search,"Gottschalk, Peter",,,,
The Impact of the Threat of Bankruptcy on the Structure of Compensation,"Curme, Michael; Kahn, Lawrence M.",,,,
The Impact of Unilateral Divorce on Crime,"Caceres-Delpiano, Julio; Giolito, Eugenio",,,,
The Incidence of Payroll Taxation: Evidence from Chile,"Gruber, Jonathan",,,,
The Industrial Mobility of Displaced Workers,"Fallick, Bruce Chelimsky",,,,
The Influence of Higher Moments of Earnings Distributions on Career Decisions,"Flyer, Fredrick A.",,,,
The Intergenerational Effects of Compulsory Schooling,"Oreopoulos, Philip; Page, Marianne E.; Huff Stevens, Ann",,,,
The Intergenerational Effects of Worker Displacement,"Oreopoulos, Philip; Page, Marianne; Stevens, Ann Huff",,,,
The Intergenerational Mobility of Immigrants,"Borjas, George J.",,,,
The Intergenerational Transmission of Employers,"Corak, Miles; Piraino, Patrizio",,,,
The Internal Economics of a University: Evidence from Personnel Data,"Haeck, Catherine; Verboven, Frank",,,,
The Intrafamily Allocation of Goods--How to Separate the Adult from the Child,"Gronau, Reuben",,,,
The Joint Choice of Retirement Age and Postretirement Hours of Work,"Burtless, Gary; Moffitt, Robert A.",,,,
The Joint Determination of Household Membership and Market Work: The Case of Young Men,"McElroy, Marjorie B.",,,,
The Labor Market Effects of Rising Health Insurance Premiums,"Baicker, Katherine; Chandra, Amitabh",,,,
The Labor Market Impact of Immigration: A Quasi-experiment Exploiting Immigrant Location Rules in Germany,"Glitz, Albrecht",,,,
The Labor Market Impacts of Youth Training in the Dominican Republic,"Card, David; Ibarraran, Pablo; Regalia, Ferdinando; Rosas-Shady, David; Soares, Yuri",,,,
The Labor Supply of Married Men: A Switching Regressions Model,"Ransom, Michael R.",,,,
"The Labor-Market Returns to Community College Degrees, Diplomas, and Certificates","Jepsen, Christopher; Troske, Kenneth; Coomes, Paul",,,,
The League Composition Effect in Tournaments with Heterogeneous Players: An Empirical Analysis of Broiler Contracts,"Levy, Armando; Vukina, Tomislav",,,,
The Long-Run Educational Cost of World War II,"Ichino, Andrea; Winter-Ebmer, Rudolf",,,,
The Long-Run Effects of Unemployment Monitoring and Work-Search Programs: Experimental Evidence from the United Kingdom,"Dolton, Peter; O'Neill, Donal",,,,
The Making of a Manager: Evidence from Military Officer Training,"Gronqvist, Erik; Lindqvist, Erik",,,,
"The Manipulation of Children's Preferences, Old-Age Support, and Investment in Children's Human Capital","Becker, Gary S.; Murphy, Kevin M.; Spenkuch, Jorg L.",,,,
The Measurement of Labor Force Dynamics with Longitudinal Data: The Labour Market Activity Survey Filter,"Jones, Stephen R. G.; Riddell, W. Craig",,,,
The Menstrual Cycle and Performance Feedback Alter Gender Differences in Competitive Choices,"Wozniak, David; Harbaugh, William T.; Mayr, Ulrich",,,,
The Minimum Wage and Inequality: The Effects of Education and Technology,"Barany, Zsofia L.",,,,
"The More Things Change, the More They Stay the Same? The Safety Net and Poverty in the Great Recession","Bitler, Marianne; Hoynes, Hilary",,,,
The New Economics of Teachers and Education,"Flyer, Fredrick; Rosen, Sherwin",,,,
The Nonequivalence of High School Equivalents,"Cameron, Stephen V.; Heckman, James J.",,,,
The Nonprofit Worker in a For-Profit World,"Preston, Anne E.",,,,
The Observational Implications of Labor Contracts in a Dynamic General Equilibrium Model,"Wright, Randall D.",,,,
The Optimality of Heterogeneous Tournaments,"Gurtler, Marc; Gurtler, Oliver",,,,
The Panel Study of Income Dynamics after Fourteen Years: An Evaluatio n,"Becketti, Sean",,,,
The Perceived Budget Constraint under Social Security: Evidence from Reentry Behavior,"Reimers, Cordelia; Honig, Marjorie",,,,
The Performance of Immigrants in the Canadian Labor Market,"Baker, Michael; Benjamin, Dwayne",,,,
The Potential of Urban Boarding Schools for the Poor: Evidence from SEED,"Curto, Vilsa E.; Fryer, Roland G., Jr.",,,,
The Production of Human Capital and the Life Cycle of Earnings: Variations on a Theme,"Mincer, Jacob",,,,
The Quit Propensity of Married Men,"Shaw, Kathryn L.",,,,
The Ratchet Effect and the Market for Secondhand Workers,"Kanemoto, Yoshitsugu; MacLeod, W. Bentley",,,,
The Real Wage-Employment Relationship in the United States,"Nickell, Stephen J.; Symons, James",,,,
The Recognition and Reward of Employee Performance,"Bishop, John",,,,
The Relationship between Hours of Work and Labor Force Participation in Four Models of Labor Supply Behavior,"Zabel, Jeffrey E.",,,,
The Relationship between Women's Education and Marriage Outcomes,"Lefgren, Lars; McIntyre, Frank",,,,
The Returns to College Admission for Academically Marginal Students,"Zimmerman, Seth D.",,,,
The Returns to School Quality: College Choice and Earnings,"Strayer, Wayne",,,,
The Risks and Rewards of Criminal Activity: A Comprehensive Test of Criminal Deterrence,"Viscusi, W. Kip",,,,
The Role of Comparative Advantage and Learning in Wage Dynamics and Intrafirm Mobility: Evidence from Germany,"Lluis, Stephanie",,,,
The Role of Employer-Employee Interactions in Labor Market Cycles: Evidence from the Self-Employed,"Carrington, William J.; McCue, Kristin; Pierce, Brooks",,,,
The Role of Fairness in Wage Determination,"Rees, Albert",,,,
The Roles of High School Completion and GED Receipt in Smoking and Obesity,"Kenkel, Donald; Lillard, Dean; Mathios, Alan",,,,
The Sensitivity of Labor-Supply Parameter Estimates to Unobserved Individual Effects: Fixed- and Random-Effects Estimates in a Nonlinear Model Using Panel Data,"Jakubson, George",,,,
The Sick Pay Trap,"Fevang, Elisabeth; Markussen, Simen; Roed, Knut",,,,
The Signaling Role of Promotions: Further Theory and Empirical Evidence,"DeVaro, Jed; Waldman, Michael",,,,
The Skills and Economic Status of American Jewry: Trends over the Last Half-Century,"Chiswick, Barry R.",,,,
"The Social Security System, the Provision of Human Capital, and the Structure of Compensation","Black, Dan A.",,,,
The Specificity of General Human Capital: Evidence from College Major Choice,"Kinsler, Josh; Pavan, Ronni",,,,
The Speed of Employer Learning,"Lange, Fabian",,,,
The Strategic Bequest Motive,"Bernheim, B. Douglas; Shleifer, Andrei; Summers, Lawrence H.",,,,
The Supply of Child Care Labor,"Blau, David M.",,,,
The Supply Side of Innovation: H-1B Visa Reforms and US Ethnic Invention,"Kerr, William R.; Lincoln, William F.",,,,
The Theory of Home Production: The Past Ten Years,"Gronau, Reuben",,,,
The Thrill of Victory: Measuring the Incentive to Win,"Coffey, Bentley; Maloney, M. T.",,,,
The Transition in East Germany: When Is a Ten-Point Fall in the Gender Wage Gap Bad News?,"Hunt, Jennifer",,,,
The Trend in the Male-Female Wage Gap in the United States,"O'Neill, June",,,,
The Union Impact on Profits: Evidence from Industry Price-Cost Margin Data,"Voos, Paula B.; Mishel, Lawrence R.",,,,
The Union Membership Wage Premium for Employees Covered by Collective Bargaining Agreements,"Budd, John W.; Na, In-Gang",,,,
The Upside Potential of Hiring Risky Workers: Evidence from the Baseball Industry,"Bollinger, Christopher R.; Hotchkiss, Julie L.",,,,
"The Use of Replacement Workers in Union Contract Negotiations: The US Experience, 1980-1989","Cramton, Peter; Tracy, Joseph",,,,
The Value of Bosses,"Lazear, Edward P.; Shaw, Kathryn L.; Stanton, Christopher T.",,,,
The Wage and the Length of the Work Day: From the 1890s to 1991,"Costa, Dora L.",,,,
"The Wage Premium to a University Education in Canada, 1971-1991","Bar-Or, Yuval",,,,
Threat of Dismissal: Incentive or Sorting?,"Kwon, Illoong",,,,
"Time, Salary, and Incentive Payoffs in Labor Contracts","Fama, Eugene F.",,,,
Time-Series Growth in the Female Labor Force,"Smith, James P.; Ward, Michael P.",,,,
"Time-Varying Effects of Recall Expectation, a Reemployment Bonus, and Job Counseling on Unemployment Durations","Anderson, Patricia M.",,,,
Timing 'Disturbances' in Labor Market Contracting: Roth's Findings and the Effects of Labor Market Monopsony,"Priest, George L.",,,,
Top Executive Pay: Tournament or Teamwork?,"Main, Brian G. M.; O'Reilly, Charles A., III; Wade, James",,,,
Tournament Incentives in the Field: Gender Differences in the Workplace,"Delfgaauw, Josse; Dur, Robert; Sol, Joeri; Verbeke, Willem",,,,
Tournament Rewards and Risk Taking,"Hvide, Hans K.",,,,
Toward a Theory of Vacancies,"Burdett, Kenneth; Cunningham, Elizabeth J.",,,,
Trade Unions and the Efficiency of the Natural Rate of Unemployment,"Pissarides, Christopher A.",,,,
"Training, Wage Growth, and Job Performance: Evidence from a Company Database","Bartel, Ann P.",,,,
Transfers among Divorced Couples: Evidence and Interpretation,"Weiss, Yoram; Willis, Robert J.",,,,
"Transparency, Inequity Aversion, and the Dynamics of Peer Pressure in Teams: Theory and Evidence","Mohnen, Alwine; Pokorny, Kathrin; Sliwka, Dirk",,,,
"Treating Equals Unequally: Incentives in Teams, Workers' Motivation, and Production Technology","Goerg, Sebastian J.; Kube, Sebastian; Zultan, Ro'i",,,,
Trends and Projections in Income Replacement during Retirement,"Smith, James P.",,,,
Trends in Female Labor Force Participation in Sweden,"Gustafsson, Siv; Jacobsson, Roger",,,,
Trends in Job Instability and Wages for Young Adult Men,"Bernhardt, Annette",,,,
Trends in Labor Force Participation of Spanish Women: An Interpretive Essay,"Hernandez Iglesias, Feliciano; Riboud, Michelle",,,,
Trends in Labor Force Transitions of Older Men and Women,"Peracchi, Franco; Welch, Finis",,,,
Trends in Male Labor Force Participation and Retirement: Some Evidence on the Role of Pensions and Social Security in the 1970s and 1980s,"Anderson, Patricia M.; Gustman, Alan L.; Steinmeier, Thomas L.",,,,
Trucking Deregulation and Labor Earnings: Is the Union Premium a Compensating Differential?,"Hirsch, Barry T.",,,,
Turnover in an Accounting Firm,"Lane, Julia; Parkin, Michael",,,,
Two-sided Uncertainty and 'Up-or-Out' Contracts,"Kahn, Charles; Huberman, Gur",,,,
Uncertainty and Incentives,"Prendergast, Canice",,,,
Uncertainty and the Politics of Employment Protection,"Vindigni, Andrea; Scotti, Simone; Tealdi, Cristina",,,,
Uncertainty in Labor Productivity and Specific Human Capital Investment,"Bai, Chong-En; Wang, Yijiang",,,,
"Uncertainty, Hiring, and Subsequent Performance: The NFL Draft","Hendricks, Wallace; DeBrock, Lawrence; Koenker, Roger",,,,
Under Pressure? The Effect of Peers on Outcomes of Young Adults,"Black, Sandra E.; Devereux, Paul J.; Salvanes, Kjell G.",,,,
Understanding International Differences in the Gender Pay Gap,"Blau, Francine D.; Kahn, Lawrence M.",,,,
"Understanding Peer Effects: On the Nature, Estimation, and Channels of Peer Effects","Feld, Jan; Zolitz, Ulf",,,,
Unemployment and Recruitment with Heterogeneous Labor,"Hosios, Arthur J.",,,,
Unemployment as a Social Norm: Psychological Evidence from Panel Data,"Clark, Andrew E.",,,,
Unemployment Compensation Finance and Efficiency Wages,"Albrecht, James W.; Vroman, Susan B.",,,,
Unemployment Dynamics and Duration Dependence,"van den Berg, Gerard J.; van Ours, Jan C.",,,,
"Unemployment in the Great Recession: A Comparison of Germany, Canada, and the United States","Hoffmann, Florian; Lemieux, Thomas",,,,
Unemployment Insurance and Disability Insurance in the Great Recession,"Mueller, Andreas I.; Rothstein, Jesse; von Wachter, Till M.",,,,
Unemployment Insurance and Employment,"Deere, Donald R.",,,,
Unemployment Insurance and Job Duration in Canada,"Christofides, Louis N.; McKenna, C. J.",,,,
Unemployment Insurance and Job Quits,"Light, Audrey; Omori, Yoshiaki",,,,
Unemployment Insurance and Male Unemployment Duration in Canada,"Ham, John C.; Rea, Samuel A., Jr.",,,,
Unemployment Insurance in the United States: Layoff Incentives and Cross Subsidies,"Anderson, Patricia M.; Meyer, Bruce D.",,,,
Unemployment Insurance Taxes and Cyclical Layoff Incentives,"Brown, Eleanor P.",,,,
"Unemployment, Labor Market Reform, and Monetary Union","Calmfors, Lars",,,,
Unequal Assignment and Unequal Promotion in Job Ladders,"Winter-Ebmer, Rudolf; Zweimuller, Josef",,,,
Unequal Pay or Unequal Employment? A Cross-Country Analysis of Gender Gaps,"Olivetti, Claudia; Petrongolo, Barbara",,,,
Unhappy Cities,"Glaeser, Edward L.; Gottlieb, Joshua D.; Ziv, Oren",,,,
Union Attitudes to Labor-Saving Innovation: When Are Unions Luddites?,"Dowrick, Steve; Spencer, Barbara J.",,,,
Union Effects on Municipal Employment and Wages: A Longitudinal Approach,"Valletta, Robert G.",,,,
"Union Effects on Productivity, Profits, and Growth: Has the Long Run Arrived?","Addison, John T.; Hirsch, Barry T.",,,,
Union Endogeneity and Self-selection,"Robinson, Chris",,,,
Union Relative Wage Effects: A Survey of Macro Estimates,"Lewis, H. Gregg",,,,
Union Wage Differentials in the Public and Private Sectors: A Simultaneous Equations Specification,"Robinson, Chris; Tomes, Nigel",,,,
"Union Wage, Hours, and Earnings Differentials in the Construction Industry","Perloff, Jeffrey M.; Sickles, Robin C.",,,,
Union Work Rules and Efficiency in the Building Trades,"Allen, Steven G.",,,,
Union/Nonunion Wage Gaps in the Public Sector,"Lewis, H. Gregg",,,,
Unionism in a Competitive Industry,"MacDonald, Glenn M.; Robinson, Chris",,,,
"Unionization and Cost of Production: Compensation, Productivity, and Factor-Use Effects","Eberts, Randall W.; Stone, Joe A.",,,,
Unions and Cooperative Behavior: The Effect of Discounting,"Kahn, Lawrence M.",,,,
Unions and Strikes with Asymmetric Information,"Hayes, Beth",,,,
Unions and Workers' Welfare in Chinese Firms,"Yao, Yang; Zhong, Ninghua",,,,
Unions in a General Equilibrium Model of Firm Formation,"Kuhn, Peter",,,,
"Unions, Relative Wages, and Economic Efficiency","DeFina, Robert H.",,,,
"Universal Child Care, Maternal Employment, and Children's Long-Run Outcomes: Evidence from the US Lanham Act of 1940","Herbst, Chris M.",,,,
Unobservable Family and Individual Contributions to the Distributions of Income and Wealth: Comment,"Rosen, Sherwin",,,,
Unobservable Family and Individual Contributions to the Distributionsof Income and Wealth,"Kearl, J. R.; Pope, Clayne L.",,,,
Up-or-Out Contracts: A Signaling Perspective,"Waldman, Michael",,,,
Up-or-Out Rules in the Market for Lawyers,"O'Flaherty, Brendan; Siow, Aloysius",,,,
US and Canadian Income Maintenance Programs: Comments,"Becker, Gary S.",,,,
US and Canadian Income Maintenance Programs: Comments,"Block, Walter",,,,
US and Canadian Income Maintenance Programs: Comments,"Gronau, Reuben",,,,
Using Alsace-Moselle Local Laws to Build a Difference-in-Differences Estimation Strategy of the Employment Effects of the Thirty-Five-Hour Workweek Regulation in France,"Chemin, Matthieu; Wasmer, Etienne",,,,
Using Military Deployments and Job Assignments to Estimate the Effect of Parental Absences and Household Relocations on Children's Academic Achievement,"Lyle, David S.",,,,
Using State Child Labor Laws to Identify the Effect of School-Year Work on High School Achievement,"Tyler, John H.",,,,
Vacancies and the Recruitment of New Employees,"van Ours, Jan; Ridder, Geert",,,,
"Variation in Employment Growth in Canada: The Role of External, National, Regional, and Industrial Factors","Altonji, Joseph G.; Ham, John C.",,,,
Vive la Revolution! Long-Term Educational Returns of 1968 to the Angry Students,"Maurin, Eric; McNally, Sandra",,,,
Voice and Loyalty as a Delegation of Authority: A Model and a Test on Matched Worker-Firm Panels,"Cahuc, Pierre; Kramarz, Francis",,,,
"Vulnerable Seniors: Unions, Tenure, and Wages Following Permanent Job Loss","Kuhn, Peter; Sweetman, Arthur",,,,
Wage Adjustment in the Great Recession and Other Downturns: Evidence from the United States and Great Britain,"Elsby, Michael W. L.; Shin, Donggyun; Solon, Gary",,,,
Wage and Employment Determination in a Unionized Industry: The IWA and the British Columbia Wood Products Industry,"Martinello, Felice",,,,
Wage and Productivity Dispersion in United States Manufacturing: The Role of Computer Investment,"Dunne, Timothy",,,,
Wage Bargaining with Time-Varying Threats,"Cramton, Peter C.; Tracy, Joseph S.",,,,
"Wage Bargaining, Labor Turnover, and the Business Cycle: A Model with Asymmetric Information","Perry, Motty; Solon, Gary",,,,
Wage Competition with Heterogeneous Workers and Firms,"Hamilton, Jonathan; Thisse, Jacques-Francois; Zenou, Yves",,,,
Wage Contracts When Output Grows Stochastically: The Roles of Mobility Costs and Capital Market Imperfections,"Weiss, Yoram",,,,
Wage Dispersion and Decentralization of Wage Bargaining,"Dahl, Christian M.; le Maire, Daniel; Munch, Jakob R.",,,,
Wage Dispersion and Productive Efficiency: Evidence for Sweden,"Hibbs, Douglas A., Jr.; Locking, Hakan",,,,
Wage Growth and the Theory of Turnover,"Munasinghe, Lalith",,,,
Wage Increases and the Dynamics of Reciprocity,"Sliwka, Dirk; Werner, Peter",,,,
Wage Inequality and Family Labor Supply,"Juhn, Chinhui; Murphy, Kevin M.",,,,
Wage Premia in Employment Clusters: How Important Is Worker Heterogeneity?,"Fu, Shihe; Ross, Stephen L.",,,,
"Wage, Tenure, and Wage Growth Variation within and across Establishment","Bronars, Stephen G.; Famulari, Melissa",,,,
Wages and Gender Composition: Why Do Women's Jobs Pay Less?,"Macpherson, David A.; Hirsch, Barry T.",,,,
Wages and Mobility: The Impact of Employer-Provided Training,"Parent, Daniel",,,,
Wages and Participation,"Welch, Finis",,,,
Wages or Fringes? Some Evidence on Trade-Offs and Sorting,"Eriksson, Tor; Kristensen, Nicolai",,,,
"Wages, Effort, and Incentive Compatibility in Life-Cycle Employment Contracts","Kuhn, Peter",,,,
"Wages, Hiring Standards, and Firm Size","Weiss, Andrew; Landau, Henry J.",,,,
"Wages, Productivity, and Worker Characteristics: Evidence from Plant-Level Production Functions and Wage Equations","Hellerstein, Judith K.; Neumark, David; Troske, Kenneth R.",,,,
"Wages, Profits, and Capital Intensity: Evidence from Matched Worker-Firm Data","Arai, Mahmood",,,,
"Wages, Separations, and Job Tenure: On-the-Job Specific Training or Matching?","Mortensen, Dale T.",,,,
"Wages, Sorting on Skill, and the Racial Composition of Jobs","Hirsch, Barry T.; Macpherson, David A.",,,,
Was Adam Smith Right after All? Another Test of the Theory of Compensating Wage Differentials,"Duncan, Greg J.; Holmlund, Bertil",,,,
Welfare and the Family: The Canadian Experience,"Allen, Douglas W.",,,,
Welfare and the Family: The US Experience,"Murray, Charles",,,,
Welfare Economics of Policies toward Women,"Cain, Glen G.",,,,
Welfare Payments and Other Economic Determinants of Female Migration,"Enchautegui, Maria E.",,,,
What Do Fishermen Tell Us That Taxi Drivers Do Not? An Empirical Investigation of Labor Supply,"Stafford, Tess M.",,,,
What Have We Learned from the Illinois Reemployment Bonus Experiment?,"Meyer, Bruce D.",,,,
What Makes an Entrepreneur?,"Blanchflower, David G.; Oswald, Andrew J.",,,,
"When Do Covariates Matter? And Which Ones, and How Much?","Gelbach, Jonah B.",,,,
When Is It Foolish to Reward for A While Benefiting from B?,"Schnedler, Wendelin",,,,
When Knowledge Is an Asset: Explaining the Organizational Structure of Large Law Firms,"Rebitzer, James B.; Taylor, Lowell J.",,,,
When Minority Labor Migrants Meet the Welfare State,"Bratsberg, Bernt; Raaum, Oddbjorn; Roed, Knut",,,,
When Social Norms Overpower Competition: Gift Exchange in Experimental Labor Markets,"Fehr, Ernst",,,,
When to Start a Fight and When to Fight Back: Liability Disputes in the Workers' Compensation System,"Card, David; McCall, Brian P.",,,,
Where Do the New US Immigrants Live?,"Bartel, Ann P.",,,,
Where Have All the Union Members Gone?,"Neumann, George R.; Rissman, Ellen R.",,,,
Where Have the Middle-Wage Workers Gone? A Study of Polarization Using Panel Data,"Cortes, Guido Matias",,,,
Which Immigrants Are Most Innovative and Entrepreneurial? Distinctions by Entry Visa,"Hunt, Jennifer",,,,
Whither the Nonprofit Wage Differential? Estimates from the 1990 Census,"Leete, Laura",,,,
"Why Are Black-Owned Businesses Less Successful than White-Owned Businesses? The Role of Families, Inheritances, and Business Human Capital","Fairlie, Robert W.; Robb, Alicia M.",,,,
Why Are More Women Working in Britain?,"Joshi, Heather E.; Layard, Richard; Owen, Susan J.",,,,
Why Are Power Couples Increasingly Concentrated in Large Metropolitan Areas?,"Compton, Janice; Pollak, Robert A.",,,,
Why Are the Wages of Job Changers So Procyclical?,"Barlevy, Gadi",,,,
Why Are Wages Cyclical in the 1970s?,"Blank, Rebecca M.",,,,
Why Do Entrepreneurial Parents Have Entrepreneurial Children?,"Lindquist, Matthew J.; Sol, Joeri; Van Praag, Mirjam",,,,
Why Do Wage Profiles Slope Upward? Tests of the General Human Capital Model,"Neumark, David; Taubman, Paul",,,,
Why Do World War II Veterans Earn More Than Nonveterans?,"Angrist, Joshua; Krueger, Alan B.",,,,
Why Does Spousal Education Matter for Earnings? Assortative Mating and Cross-Productivity,"Huang, Chong; Li, Hongbin; Liu, Pak Wai; Zhang, Junsen",,,,
Why Have the Labor Force Participation Rates of Older Men Increased since the Mid-1990s?,"Schirle, Tammy",,,,
Why the Gender Gap in Wages Narrowed in the 1980s,"O'Neill, June; Polachek, Solomon",,,,
"Women in the Australian Labor Force: Trends, Causes, and Consequences","Gregory, R. G.; McMahon, P.; Whittingham, B.",,,,
Women's College Decisions: How Much Does Marriage Matter?,"Ge, Suqin",,,,
Work and Family Roles of Soviet Women: Historical Trends and Cross-Section Analysis,"Ofer, Gur; Vinokur, Aaron",,,,
Work and Leisure: A History of Ideas,"Weiss, Yoram",,,,
"Work Rules, Featherbedding, and Pareto-optimal Union-Management Bargaining","Johnson, George E.",,,,
Work Stoppages and the Theory of the Offset Factor: Evidence from the British Columbian Lumber Industry,"Paarsch, Harry J.",,,,
"Work, Rest, and Search: Unemployment, Turnover, and the Cycle","Jovanovic, Boyan",,,,
"Work, Welfare, and Child Maltreatment","Paxson, Christina; Waldfogel, Jane",,,,
Worker Absence and Productivity: Evidence from Teaching,"Herrmann, Mariesa A.; Rockoff, Jonah E.",,,,
Worker Asymmetric Information and Employment Distortions,"Cooper, Russell",,,,
Worker Cooperation and the Ratchet Effect,"Carmichael, H. Lorne; MacLeod, W. Bentley",,,,
Worker Displacement and the Added Worker Effect,"Stephens, Melvin, Jr.",,,,
Worker Knowledge of Pension Provisions,"Mitchell, Olivia S.",,,,
Worker Reputation and Productivity Incentives,"Aron, Debra J.",,,,
Worker Sorting and the Risk of Death on the Job,"DeLeire, Thomas; Levy, Helen",,,,
Workers' Applications to Social Insurance Programs When Earnings and Eligibility Are Uncertain,"Kreider, Brent",,,,
Workers' Compensation and Occupational Injuries and Illnesses,"Ruser, John W.",,,,
Working during School and Academic Performance,"Stinebrickner, Ralph; Stinebrickner, Todd R.",,,,
Working for Nothing: The Supply of Volunteer Labor,"Freeman, Richard B.",,,,
Working Long Hours and Early Career Outcomes in the High-End Labor Market,"Gicheva, Dora",,,,
"Worth Waiting For? Delayed Compensation, Training, and Turnover in the United States and Japan","Levine, David I.",,,,
"Yoram Ben-Porath: The Economist, the Friend","Gronau, Reuben",,,,
You Can't Take It with You? Immigrant Assimilation and the Portability of Human Capital,"Friedberg, Rachel M.",,,,
Youth Employment: Does Life Begin at 16?,"Michael, Robert T.; Tuma, Nancy Brandon",,,,
